timestamp,,1agents1computer100flashcards,4agents6computers1flashcards,6agents2computers100flashcards,6agents6computers1flashcards,6agents2computers10flashcards,2agents2computers100flashcards,6agents6computers100flashcards,4agents2computers10flashcards,6agents6computers10flashcards,2agents2computers1flashcards,2agents6computers1flashcards,4agents6computers100flashcards,4agents2computers100flashcards,2agents6computers10flashcards,2agents2computers10flashcards,4agents2computers1flashcards,6agents2computers1flashcards,2agents6computers100flashcards,4agents6computers10flashcards,consent,time_elapsed,internal_node_id,view_history,viewing_time,rt,students,computers,flashcards,language,enjoyment,assess,age,gender_cat,gender_text,education,comments,Looked at images of computers and how many vocabulary words were needed
1739559964963,1,,1,9,1,9,1,1,2,1,1,1,1,9,1,1,6,9,1,1,true,371989,0.0-21.0,page_index:0,24105,24105,1,1,4,English,average,y,70,f,,grad,I went by how many computers were available compared to the amount of students.,
1739558883138,10,,10,7,10,10,1,8,8,8,3,7,7,10,2,2,7,10,2,10,true,224223,0.0-21.0,page_index:0,18143,18143,1,1,100,english,average,,31,f,,high,i judged based off the number of flash cards and students involved. ,
1739559841547,1,,2,10,3,10,1,10,10,2,1,1,2,10,2,1,10,10,1,2,true,241104,0.0-21.0,page_index:0,20970,20970,1,1,100,English,average,y,45,m,,high,,
1739558619092,8,,10,8,10,9,1,3,9,4,10,10,2,9,2,2,10,10,1,9,true,327506,0.0-21.0,page_index:0,56326,56326,1,1,100,English,better,y,41,m,,college,It was completely acceptable if there were not enough computers and each user had less than 5 words. It was totally unacceptable if the non-participation resulted in the other user having to type more than 10 words,
1739555965491,9,,1,1,8,1,1,1,1,1,8,7,1,1,1,1,7,9,1,1,true,113967,0.0-21.0,page_index:0,18098,18099,1,1,100,English,average,y,24,f,,college,I looked at how many computers there were and the number of cards requested.,
1739553719649,3,,9,8,10,9,1,2,9,4,9,10,3,7,2,2,9,10,1,4,true,149453,0.0-21.0,page_index:0,7722,7722,1,1,100,English,average,y,20,m,,some-college,,
1739556016252,2,,3,7,7,8,2,2,8,4,3,5,2,6,2,3,10,9,1,4,true,319228,0.0-21.0,page_index:0,28404,28405,1,1,100,English,better,y,62,m,,college,First comparing the number of students to available computers,
1739559914853,3,,4,2,2,3,1,1,4,2,2,4,1,2,2,2,4,5,1,2,true,200081,0.0-21.0,page_index:0,23849,23849,1,1,100,english,average,y,24,f,,high,,
1739553801972,1,,3,3,2,9,2,3,9,5,2,3,2,9,2,3,8,8,2,1,true,265649,0.0-21.0,page_index:0,89628,89628,1,1,100,English,average,y,53,f,,college,,
1739559860374,2,,2,3,2,5,1,1,3,2,2,2,2,3,2,2,3,5,1,2,true,269315,0.0-21.0,page_index:0,32343,32344,1,1,100,english,better,y,55,f,,some-college,I based it on how many available computers and how many words were completed,
1739558409651,3,,10,2,10,7,1,3,3,1,10,1,4,2,1,5,3,10,1,7,true,113969,0.0-21.0,page_index:0,1598,1598,1,1,100,english,average,y,27,f,,grad,,
1739560220427,7,,9,5,8,3,8,9,4,5,9,7,8,7,8,9,3,5,9,4,true,521432,0.0-21.0,page_index:0,32134,32135,1,1,100,english,average,confused,45,f,,high,No not really,
1739558470780,1,,3,4,4,3,1,3,3,2,1,1,2,3,1,1,4,6,1,4,true,174906,0.0-21.0,page_index:0,17959,17959,1,1,100,english,average,y,55,m,,college,,
1739555348559,7,,7,9,10,10,1,1,7,8,6,6,1,7,1,1,9,10,1,2,true,282220,0.0-21.0,page_index:0,22817,22817,1,1,100,English,average,y,39,m,,college,I looked at the number of people in the group,
1739560030672,9,,10,7,10,8,2,2,7,3,9,8,2,4,3,4,9,10,1,8,true,361366,0.0-21.0,page_index:0,13836,13836,1,1,100,English,average,y,21,nb,,high,no,
1739560297416,2,,8,2,7,7,10,2,2,5,4,3,2,3,10,1,7,8,1,2,true,588964,0.0-21.0,page_index:0,37581,37581,1,1,100,English,average,n,42,f,,college,If there werent as many computers,
1739559920868,10,,10,4,9,3,1,4,5,3,1,10,2,5,2,5,10,10,1,4,true,239168,0.0-21.0,page_index:0,35078,35079,1,0,100,English,average,y,56,f,,college,,
1739558496758,9,,8,2,9,2,2,2,2,2,2,8,2,3,2,2,2,2,2,2,true,174565,0.0-21.0,page_index:0,4161,4162,1,1,100,English,average,y,37,f,,college,When I saw only one vocabulary word,
1739559106782,1,,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,true,417784,0.0-21.0,page_index:0,33723,33724,1,1,100,english,average,y,45,f,,college,No. I just employed the strategy of teamwork and everyone needing to participate in an assigned task,
1739560141311,1,,10,10,10,10,1,2,10,10,10,10,1,10,6,10,10,10,1,1,true,531586,0.0-21.0,page_index:0,23877,23877,1,1,100,English,average,y,65,f,,grad,I always considered the total number of words that needed to be typed compared to the number of available computers for the number of students and determined what made sense in terms of effective division of labor.,
1739555960030,8,,10,3,10,8,1,1,9,8,10,10,1,5,4,4,8,10,1,8,true,422087,0.0-21.0,page_index:0,49141,49141,1,1,100,English,average,y,55,m,,grad,I tried to imagine the how much of a headache it would be to change people at the computers for low count  card sets.  It wouldnt be worth the effort sometimes to change users.,
1739560604220,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,true,401406,0.0-21.0,page_index:0,53300,53300,1,1,100,English,better,y,33,f,,some-college,no,
1739558664467,1,,10,6,10,10,1,1,7,4,9,8,1,4,3,3,10,10,1,4,true,462344,0.0-21.0,page_index:0,15959,15959,1,1,100,english,better,y,24,m,,college,,
1739558329909,1,,9,1,9,7,1,2,2,8,2,9,1,1,1,6,9,5,1,5,true,164078,0.0-21.0,page_index:0,18805,18805,1,1,100,English,average,y,43,f,,high,,
1739560049839,5,,6,3,4,9,3,4,7,4,2,2,2,5,1,4,9,8,2,3,true,373863,0.0-21.0,page_index:0,21928,21928,1,1,2,English,average,confused,24,m,,college,If there were more computers than students and the red student didnt contribute I marked that against them more,
1739559897450,1,,8,3,7,5,1,1,4,5,6,8,1,1,2,1,8,2,1,4,true,225135,0.0-21.0,page_index:0,19484,19485,1,1,100,English,better,y,44,m,,college,I focused on the number of words and then computers to see if there were enough and if there was plenty of opportunity for red to contribute.,
1739558518639,9,,9,5,9,8,1,2,4,7,9,9,1,5,3,2,7,9,1,2,true,213979,0.0-21.0,page_index:0,35605,35606,1,1,100,English,better,y,23,f,,college,,
1739556827520,4,,10,4,10,10,2,3,8,9,10,10,3,8,6,2,10,10,2,9,true,228856,0.0-21.0,page_index:0,19077,19078,1,1,100,English,better,y,30,m,,college,Generally I cut more slack for the red smiley if one of the following were true: fewer laptops than people,
1739559864256,5,,10,5,10,8,1,2,6,3,8,10,1,5,4,2,9,10,1,5,true,244650,0.0-21.0,page_index:0,31379,31379,1,1,100,English,average,y,38,m,,some-college,I felt it was more unacceptable when their was a high number of cards and less students.,
1739559986972,2,,10,2,10,6,1,1,3,3,10,10,4,5,1,1,10,10,1,4,true,284151,0.0-21.0,page_index:0,19510,19511,1,1,100,English,better,y,55,f,,some-college,If there were enough flash cards for each person to do at least one,
1739559901669,2,,10,1,10,2,1,1,1,3,1,6,1,1,1,1,10,10,1,1,true,201300,0.0-21.0,page_index:0,23950,23951,1,1,100,English,average,y,43,f,,grad,,2
1739559987416,7,,1,10,1,6,1,1,3,1,1,1,1,1,1,1,10,7,1,1,true,379826,0.0-21.0,page_index:0,28286,28286,1,1,100,English,average,y,49,f,,college,if there were more students than computers and very few word,
1739558575992,7,,2,8,5,8,2,3,6,2,5,5,2,7,2,2,7,8,2,2,true,281953,0.0-21.0,page_index:0,12925,12925,1,1,100,English,average,y,51,f,,college,I looked at how many computers were available first,
1739560105954,6,,10,7,10,9,3,6,7,9,10,10,6,5,6,6,10,10,2,9,true,384069,0.0-21.0,page_index:0,40516,40517,1,1,100,english,better,y,46,f,,some-college,Yes,
1739559745397,2,,1,5,1,2,1,1,3,1,2,1,1,4,1,1,3,4,1,1,true,122146,0.0-21.0,page_index:0,19311,19311,1,1,100,English,average,n,38,f,,college,,
1739559099094,1,,1,10,1,10,1,1,8,1,1,1,1,5,1,1,10,1,1,1,true,442077,0.0-21.0,page_index:0,276881,276881,1,1,100,english,better,y,43,f,,some-college,ok not to participate if few words and not enough laptops,
1739560101236,4,,9,3,10,9,1,1,7,1,8,5,1,4,2,1,10,10,1,2,true,500138,0.0-21.0,page_index:0,22705,22705,1,1,100,English,better,y,43,f,,some-college,I generally looked at the number of computers vs the number of people and flashcards that needed to be typed up. If there were less computers than people then it was a little more acceptable but the number of flashcards (1,
1739559962975,1,,10,2,6,8,1,1,9,8,9,3,1,1,1,1,10,10,1,9,true,308314,0.0-21.0,page_index:0,88808,88808,10,10,100,english,better,y,24,m,,some-college,I tried to base it off the amount of cards that needed to be done and the amount of students that were involved.,
1739555069785,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,true,138716,0.0-21.0,page_index:0,15161,15161,1,1,100,English,better,y,18,m,,some-college,I think in no scenario it is acceptable for the red student to not contribute,
1739559916380,1,,10,5,10,4,1,1,6,1,10,10,1,3,1,1,10,10,1,1,true,269003,0.0-21.0,page_index:0,18042,18042,1,1,100,English,better,y,38,f,,some-college,If there were not enough computers then I was it was somewhat or totally acceptable for the red person not to contribute (depending on how many tasks their were.) Otherwise if there were enough computers,
1739558634617,3,,8,6,5,8,1,1,7,6,4,1,1,6,3,5,8,8,1,6,true,427169,0.0-21.0,page_index:0,96551,96552,1,-4,100,English,better,y,32,f,,high,I counted the amount of cards to the amount of computers and then people. I was a little confused in the beginning but Im thinking that I still answered the right way that I was thinking. ,
1739556320215,10,,10,1,10,9,1,1,9,10,10,10,1,1,6,2,10,10,1,4,true,210617,0.0-21.0,page_index:0,29439,29439,1,1,100,English,average,y,42,f,,grad,not really,
1739560160101,3,,4,4,4,5,1,1,3,3,5,5,2,3,1,1,5,6,1,3,true,569336,0.0-21.0,page_index:0,42096,42096,1,1,100,English,better,y,32,f,,college,I chose answers based on how many students,
1739559741303,6,,8,6,8,6,2,3,4,6,1,7,6,6,2,6,8,6,1,7,true,150109,0.0-21.0,page_index:0,16204,16204,1,1,100,english,average,y,27,f,,some-college,no,
1739559797367,1,,10,3,10,10,1,1,5,7,10,1,1,1,1,1,10,10,1,5,true,171928,0.0-21.0,page_index:0,14288,14288,1,1,100,english,average,y,31,f,,college,I thought about whether it would be efficient to divide the labor. Obviously not efficient when theres only one card to do.,
1739558460181,1,,10,8,10,8,1,1,7,9,10,10,8,1,7,4,10,10,1,9,true,164815,0.0-21.0,page_index:0,12432,12434,1,1,100,English,average,y,38,f,,college,no,
1739558363721,5,,9,8,9,9,1,1,8,7,9,9,1,5,3,3,9,10,1,8,true,182997,0.0-21.0,page_index:0,13561,13562,1,1,100,English,better,y,28,f,,college,Compared if the number of computers allowed the number of students to reasonably get their work done against the number of flashcards to create.,
1739560981078,6,,4,5,4,4,4,3,6,3,6,4,4,5,6,3,7,5,5,6,true,629240,0.0-21.0,page_index:0,22502,22504,1,1,2,English,better,y,32,m,,college,,
1739559861040,1,,5,3,1,3,1,1,4,1,9,4,1,2,2,2,4,6,1,2,true,255691,0.0-21.0,page_index:0,15800,15800,1,1,100,,better,y,52,f,,some-college,If there were not enough computers or there was only 1 flashcard,
1739559871335,3,,5,2,5,3,1,3,3,3,4,2,1,1,1,1,4,5,1,3,true,204332,0.0-21.0,page_index:0,27463,27463,1,1,100,English,better,y,32,f,,college,Estimating the average amount of work per student if the red one did nothing,
1739559700249,9,,10,6,2,9,1,1,8,8,10,10,1,6,1,2,10,10,1,8,true,136518,0.0-21.0,page_index:0,16910,16910,1,1,100,english,average,y,28,m,,some-college,,
1739558489810,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,true,237801,0.0-21.0,page_index:0,21927,21927,1,1,100,English,average,y,28,m,,high,No,
1739559780821,10,,1,1,10,1,1,1,1,1,1,10,1,1,1,1,10,10,1,1,true,208555,0.0-21.0,page_index:0,32343,32343,1,1,100,English,average,y,20,m,,some-college,Not doing a near-equal amount of work is always unacceptable if it can be divided up,
1739558404842,4,,9,8,9,8,1,3,8,3,6,9,2,4,3,4,9,9,1,5,true,186890,0.0-21.0,page_index:0,27681,27681,1,1,12,English,average,y,31,m,,college,No,
1739558709450,1,,4,2,4,2,1,1,3,3,4,3,2,2,2,2,4,4,1,3,true,157212,0.0-21.0,page_index:0,28270,28270,4,4,100,English,average,y,27,m,,college,no,
1739559945816,1,,10,6,10,8,1,1,6,6,10,10,1,6,1,1,10,10,1,1,true,244276,0.0-21.0,page_index:0,27028,27029,1,1,100,English,better,y,29,f,,high,Compare computers to students and flash cards,
1739559857768,2,,9,4,9,5,2,1,3,4,9,9,2,2,2,2,9,9,2,3,true,247031,0.0-21.0,page_index:0,23126,23127,1,1,100,English,,y,52,m,,college,I focused on the availability of computers and the number of cards to make my decisions.,
1739558540688,2,,9,7,10,7,1,2,7,5,4,7,2,3,3,4,8,8,1,6,true,241708,0.0-21.0,page_index:0,15206,15207,1,1,100,Englih,average,y,28,m,,grad,Evaluating all variables; amount of computer,
1739558473105,10,,10,4,10,10,10,7,8,10,4,10,6,4,10,10,3,2,10,10,true,178517,0.0-21.0,page_index:0,22161,22162,1,1,100,English,average,y,35,m,,college,When the red student was paired with one other participant,
1739558704514,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,true,496163,0.0-21.0,page_index:0,45174,45174,1,1,100,English,average,confused,68,f,,some-college,none,
1739558525965,1,,1,5,1,5,1,1,4,1,1,1,1,4,1,1,1,4,1,1,true,151005,0.0-21.0,page_index:0,17001,17002,1,1,100,english,better,y,38,f,,college,,
1739559831164,1,,1,4,1,,,1,2,,1,1,1,3,,1,2,4,1,1,true,146836,0.0-21.0,page_index:0,22577,22579,1,1,100,,,,,,,,,
1739553327947,2,,6,6,5,7,2,3,6,4,1,7,6,4,2,2,8,9,4,2,true,205067,0.0-21.0,page_index:0,20237,20239,1,1,100,English,average,y,27,f,,college,,
1739558649612,8,,9,5,9,6,4,8,7,7,9,2,8,5,2,3,9,9,4,3,true,259517,0.0-21.0,page_index:0,34318,34319,1,1,2,english,average,y,27,m,,some-high,If one person can complete the task alone then it is less necessary for the other people to do so.,
1739553816142,5,,1,5,1,1,1,1,5,1,1,1,1,1,1,1,5,5,1,1,true,199958,0.0-21.0,page_index:0,32057,32057,10,1,100,English,average,y,21,m,,high,Just my own personal feelings I hate when people dont contribute to the group project,
1739557166141,7,,4,5,6,6,5,8,4,7,4,5,7,5,5,6,5,4,8,7,true,416058,0.0-21.0,page_index:0,26187,26187,1,1,100,English,better,y,32,f,,college,,
1739559860513,1,,1,7,1,6,1,1,3,1,1,1,1,6,1,1,5,1,1,1,true,231233,0.0-21.0,page_index:0,117490,117491,1,1,100,,average,y,46,f,,some-college,none,
1739553923591,7,,7,3,9,6,1,5,5,7,7,8,3,2,4,3,8,9,1,6,true,179248,0.0-21.0,page_index:0,17091,17092,1,1,100,English,average,y,22,nb,,some-college,I looked for how many vocabulary cards and other students were involved and adjusted my score accordingly.,
1739559759014,6,,7,8,4,9,8,7,5,8,8,,6,6,4,5,8,6,8,7,true,118797,0.0-21.0,page_index:0,2909,2909,1,1,2,ENGLISH,average,y,72,m,,grad,NO,
1739559799744,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,true,206870,0.0-21.0,page_index:0,28356,28357,1,1,100,English,average,confused,68,f,,college,I thought the red student should contribute even if just verbally,
1739557836837,3,,5,3,5,4,2,2,2,2,5,5,2,3,2,2,5,5,1,2,true,180680,0.0-21.0,page_index:0,12654,12654,1,1,100,English,average,y,54,m,,college,If there were more students than computers,
1739560178228,1,,9,3,9,4,1,1,5,1,7,9,2,4,1,1,10,9,1,3,true,494023,0.0-21.0,page_index:0,58322,58322,1,1,100,english,better,confused,33,m,,high,I tried to think of how much the student who didnt participate was actually needed versus how much ability they had to try to participate and go from there,
1739558810115,4,,10,7,10,8,1,2,8,8,9,10,1,5,3,3,10,10,1,4,true,395403,0.0-21.0,page_index:0,18053,18054,1,1,100,English,better,y,30,m,,some-college,Tried to figure what kind of workload the student not contributing was putting on another person. But in some circumstances the lack of computers made it such that there wasnt enough tools for them to contribute anyways.,
1739558923773,5,,6,5,10,5,1,3,3,7,10,9,3,5,2,2,3,9,1,3,true,602947,0.0-21.0,page_index:0,41803,41803,1,1,-100,English,average,y,68,f,,college,If there were more students I wasnt as concerned about the other student missing.,
1739559899265,7,,7,7,6,6,6,6,6,5,6,6,6,7,6,7,7,7,6,6,true,185485,0.0-21.0,page_index:0,8072,8072,1,1,100,English,better,y,35,m,,college,Secret,
1739556134968,4,,9,5,1,6,1,1,7,8,10,10,1,5,4,4,10,10,1,4,true,389582,0.0-21.0,page_index:0,22478,22478,1,1,100,English,better,y,31,f,,college,I didnt use any specific strategies to answer the questions other than personal opinions based on vocabulary terms needed and students participating.,
1739559982193,9,,9,10,9,10,1,1,10,1,9,1,1,10,1,1,9,10,1,1,true,384726,0.0-21.0,page_index:0,12090,12090,1,1,100,English.,average,y,36,m,,some-college,I looked to see if there were enough computers initially for the students to use them. I would then look at how many flashcards there were and if it was feasible that the student would have been useful typing up the flashcard.,
1739560211302,3,,10,8,1,9,1,2,5,1,1,10,4,5,1,1,6,7,1,3,true,524166,0.0-21.0,page_index:0,17259,17259,1,2,15,English,better,y,38,f,,college,What I felt was fair.,
1739560119883,8,,10,8,10,9,1,4,9,4,10,1,3,8,1,1,10,10,1,8,true,441340,0.0-21.0,page_index:0,29946,29947,1,1,100,English,average,y,67,f,,college,,
1739554884583,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,true,487010,0.0-21.0,page_index:0,81486,81488,1,1,11,English,average,y,37,m,,high,It doesnt matter whether you had enough computers or just a few cards to make. When you are a team everyone has a part to play.,
1739559969234,7,,1,8,1,7,1,1,8,1,1,1,1,8,1,1,5,9,1,1,true,281413,0.0-21.0,page_index:0,27773,27774,4,4,100,English,average,y,70,f,,some-college,Percentages when extra person vs computers,
1739559907413,10,,10,1,10,1,1,1,3,3,10,1,1,1,1,2,10,10,1,3,true,234263,0.0-21.0,page_index:0,32357,32358,1,1,100,English,,y,62,f,,some-college,The number of computers versus the number of flash cards.,
1739559826283,9,,10,4,10,10,1,1,10,1,10,1,1,8,9,9,10,10,1,1,true,142757,0.0-21.0,page_index:0,6353,6354,1,1,100,English,average,y,26,m,,college,,
1739560683629,10,,10,3,10,7,1,1,6,10,10,10,1,1,1,1,10,10,1,2,true,946970,0.0-21.0,page_index:0,300365,300367,10,1,100,English,better,y,38,f,,grad,I compared number of work,
1739557585101,1,,10,10,1,1,1,1,1,1,10,3,1,1,1,1,10,10,1,1,true,218155,0.0-21.0,page_index:0,12433,12434,1,1,100,english,average,y,48,f,,some-college,,
1739559017409,4,,7,2,8,7,1,2,5,3,4,4,1,2,2,2,8,7,1,4,true,477666,0.0-21.0,page_index:0,18294,18295,1,1,100,English,better,y,45,f,,grad,I consider the number of flash cards,
1739558986123,7,,9,2,10,7,1,1,10,1,10,10,1,1,3,5,6,10,1,5,true,556916,0.0-21.0,page_index:0,62478,62478,1,1,100,English,average,y,58,m,,college,Looking at the number of cards,
1739559964217,1,,1,4,1,4,1,1,1,1,1,1,1,1,2,1,4,1,1,5,true,379461,0.0-21.0,page_index:0,41056,41056,1,1,100,english,average,y,30,f,,high,I did mess up at first and then I got it,
1739559970193,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,true,175558,0.0-21.0,page_index:0,18712,18712,1,1,100,English,average,y,52,m,,college,NO,
1739559859443,1,,7,3,9,6,1,1,1,3,6,7,1,1,1,2,8,7,1,5,true,186894,0.0-21.0,page_index:0,8821,8821,1,1,100,English,average,y,29,m,,some-college,I used the amount of computers available to one student and the amount of flashcards that were needed to be produced to determine the acceptability of the one student that did not do the work.,
1739559002762,1,,4,2,4,4,1,1,4,4,9,2,1,2,1,1,2,4,1,4,true,230607,0.0-21.0,page_index:0,24898,24899,1,1,100,English,average,y,36,f,,some-college,,
1739560130978,6,,6,2,6,2,1,1,2,2,6,5,1,2,1,1,6,7,1,2,true,386906,0.0-21.0,page_index:0,20896,20896,1,1,100,English,average,y,48,f,,college,If there werent enough computers for everyone,
1739558593190,1,,3,8,4,9,1,1,7,2,6,8,4,8,3,2,8,7,1,1,true,292744,0.0-21.0,page_index:0,31094,31094,1,1,100,,average,confused,60,f,,some-college,No specific strategies,
1739559977109,1,,10,3,10,10,1,1,5,2,9,10,1,1,1,1,10,10,1,2,true,354113,0.0-21.0,page_index:0,73138,73139,1,1,100,English,better,y,50,m,,college,Common sense? ,
1739560349411,10,,10,5,10,10,1,6,10,10,10,10,6,6,10,10,10,10,1,10,true,491505,0.0-21.0,page_index:0,47682,47683,1,1,100,English,better,y,71,f,,high,Took into account how many students vs how many computers were really needed to do the number of flash cards.,
1739560042922,10,,1,5,,,,,10,,1,1,6,10,2,2,9,10,2,6,true,351257,0.0-21.0,page_index:0,46225,46225,1,1,100,English,average,confused,31,m,,college,,
1739560115652,5,,10,5,10,9,1,2,7,4,10,10,2,5,2,3,5,10,1,5,true,404831,0.0-21.0,page_index:0,42514,42516,1,1,100,English,average,y,46,f,,some-college,I mainly looked at the amount of flashcards and how many computers were available; if there were more students than computers it became more acceptable to not contribute,
1739556896865,7,,8,7,10,5,1,2,6,6,5,6,2,2,3,4,10,10,1,6,true,303117,0.0-21.0,page_index:0,37767,37767,1,1,100,English,average,y,37,m,,some-college,Nothing in particular.  I usually tried to weigh how many computers were available to how many students,
1739559968562,1,,7,3,1,7,1,1,7,2,3,4,1,7,1,1,7,3,1,3,true,286834,0.0-21.0,page_index:0,38079,38079,1,1,100,English,average,confused,48,f,,some-college,No,
1739558489037,6,,10,1,10,8,1,1,3,5,8,8,1,1,1,6,10,4,1,8,true,194113,0.0-21.0,page_index:0,12122,12122,1,1,100,English,average,y,33,m,,some-college,,
1739559344333,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,true,360641,0.0-21.0,page_index:0,34427,34428,1,1,100,English,better,y,23,m,,some-college,no,
1739558434452,5,,4,4,7,7,8,7,4,8,4,8,4,7,2,7,7,5,1,2,true,223045,0.0-21.0,page_index:0,18727,18727,1,1,100,Englisy,average,y,,f,,college,none,
1739555526810,10,,10,3,10,6,1,1,6,3,10,10,1,5,1,1,10,10,1,1,true,273651,0.0-21.0,page_index:0,24810,24810,1,1,100,English,average,y,20,f,,grad,I debated how much work needed to be done and how many computers there were. If there were fewer words to complete or fewer computers available,
1739558386382,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,true,206425,0.0-21.0,page_index:0,21637,21637,1,1,100,English,average,y,46,f,,college,If all students were required to participate,
1739559099193,8,,4,9,4,9,6,4,2,4,6,6,5,9,5,5,8,8,4,2,true,940708,0.0-21.0,page_index:0,35538,35539,1,1,100,English,average,y,19,m,,high,The fewer computers available,
1739559852409,9,,7,9,6,7,1,1,9,4,9,7,2,6,1,4,8,9,1,3,true,191297,0.0-21.0,page_index:0,15411,15412,1,1,100,English,average,y,28,f,,college,I thought about how many computers were available for the students and how many flashcards they had to make. The less computers available and the less flashcards they had to make,
1739559998835,1,,10,1,10,10,1,1,10,8,10,10,1,1,1,4,10,10,1,4,true,278193,0.0-21.0,page_index:0,37037,37037,1,1,100,English,better,y,33,f,,college,,
1739559809012,2,,3,8,1,8,1,1,8,2,1,3,1,8,1,1,10,8,1,1,true,220533,0.0-21.0,page_index:0,14604,14605,1,1,1000,English,better,y,35,m,,college,I tried to think through the questions intently and tried to put my self in the shoes of a member of the particular group.,
1739559904067,8,,6,6,7,7,1,1,4,7,6,5,8,3,2,5,8,9,1,5,true,240464,0.0-21.0,page_index:0,18201,18202,1,1,100,English,average,y,39,f,,college,No,
1739560071712,2,,10,5,10,10,2,7,10,10,10,10,3,5,9,8,10,10,3,10,true,392981,0.0-21.0,page_index:0,48969,48969,1,1,100,English,average,y,22,m,,college,I really took into account my own personal experiences in group projects.,
1739560000496,10,,10,3,10,9,1,2,6,4,10,10,1,2,3,1,10,10,1,1,true,346343,0.0-21.0,page_index:0,13858,13859,1,1,100,English,average,y,25,m,,college,,
1739559060620,1,,1,3,3,3,1,2,2,1,4,1,1,4,1,2,5,3,1,2,true,259418,0.0-21.0,page_index:0,16255,16255,0,1,100,English,worse,confused,65,m,,college,I looked at the number of students to the number of computers to do the task.,
1739559157003,3,,5,3,2,,2,3,3,,3,,3,2,3,2,1,2,4,2,true,588217,0.0-21.0,page_index:0,23426,23428,3,3,100,,,,,,,,,
1739558640627,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,true,466387,0.0-21.0,page_index:0,51864,51865,1,1,100,English,worse,confused,56,f,,high,No,
1739559914242,3,,10,5,9,10,1,2,8,3,9,10,1,7,4,2,9,10,1,7,true,239704,0.0-21.0,page_index:0,63843,63843,1,1,100,english,better,y,22,m,,high,,
1739560666125,10,,10,1,10,1,1,1,1,5,10,7,1,,1,1,10,10,1,1,true,170274,0.0-21.0,page_index:0,2346,2346,1,1,100,English,average,y,37,f,,grad,I followed the instructions,
1739558446426,1,,3,1,3,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,true,149280,0.0-21.0,page_index:0,15767,15767,1,1,100,English,average,y,25,m,,college,If there was enough computers and a lot of vocabulary words,
1739559839692,1,,5,1,4,3,1,7,7,2,1,1,7,3,6,4,1,3,3,1,true,239001,0.0-21.0,page_index:0,16134,16135,10,1,100,english,better,y,34,f,,grad,no,
1739559180893,2,,4,3,5,5,1,2,2,3,2,1,1,2,1,1,4,3,1,1,true,750737,0.0-21.0,page_index:0,426860,426861,1,1,100,Mandarin Chinese,better,y,39,f,,college,the availability of the computer,
1739559414171,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,true,148607,0.0-21.0,page_index:0,21621,21621,1,1,100,English,better,y,35,m,,college,None,
1739555993652,10,,5,3,10,3,1,1,1,1,10,5,1,3,1,1,10,10,2,1,true,144091,0.0-21.0,page_index:0,5768,5769,1,1,100,English,average,y,34,m,,high,,
1739560393305,4,,4,7,9,5,5,6,6,5,3,3,4,4,5,4,5,5,2,4,true,312985,0.0-21.0,page_index:0,32146,32146,1,1,1,English ,average,y,29,m,,some-college,no,
1739559916067,1,,3,3,2,7,2,3,6,4,1,1,2,6,1,1,5,3,1,5,true,252629,0.0-21.0,page_index:0,24353,24355,1,1,100,English,average,y,23,f,,,No,
1739560293056,1,,1,1,10,1,1,2,1,1,1,8,1,1,1,1,1,4,1,2,true,365271,0.0-21.0,page_index:0,85867,85867,1,1,100,English,better,y,34,f,,college,Number of flashcards and students,
1739560466206,10,,10,1,10,1,1,1,1,3,10,8,1,1,1,1,10,8,,,true,528391,0.0-21.0,page_index:0,51023,51024,1,1,100,English,better,y,32,f,,college,none,
1739559814055,8,,10,10,10,8,10,1,5,5,10,10,2,10,1,2,10,7,1,3,true,520620,0.0-21.0,page_index:0,21757,21757,1,1,100,English,better,y,68,f,,college,I was trying to figure out how one non-participant would affect the group in regards to the number or computers and number of flash cards available. Was HIT an acronym for human intelligence task?  Thank you.,
1739559812214,4,,9,4,8,4,1,4,8,1,4,1,2,4,1,1,10,10,1,7,true,232924,0.0-21.0,page_index:0,24798,24799,1,1,100,English ,average,y,19,f,,college,I looked at the number of cards first and then computers,
1739560932201,5,,1,5,3,9,2,8,9,8,6,2,4,7,2,3,5,1,3,4,true,431560,0.0-21.0,page_index:0,31507,31508,1,1,100,English,better,y,27,m,,college,,
1739558448967,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,true,152744,0.0-21.0,page_index:0,8223,8224,10,1,100,english,average,y,35,m,,some-college,,
