timestamp,carrotcartoon_4_4.png,dishescartoon_6_1.png,dishescartoon_2_1.png,carrotcartoon_6_4.png,dishescartoon_2_8.png,carrotcartoon_4_8.png,dishescartoon_4_4.png,carrotcartoon_6_8.png,dishescartoon_6_8.png,carrotcartoon_2_8.png,dishescartoon_4_1.png,dishescartoon_6_4.png,carrotcartoon_2_4.png,carrotcartoon_4_1.png,dishescartoon_4_8.png,dishescartoon_2_4.png,carrotcartoon_2_1.png,carrotcartoon_6_1.png,consent,trial_type,trial_index,time_elapsed,view_history,viewing_time,rt,agents,plates,language,enjoyment,assess,age,gender_cat,gender_text,education,comments
1738868276464,2,2,1,1,10,1,1,1,2,10,1,1,10,1,2,10,5,1,true,post_survey,21,724055,page_index:0,28766,28766,3,1,English,worse,y,71,f,,some-college,Well I tried to divide the tasks into how many guests were there
1738867887683,2,1,1,1,7,2,2,2,3,7,1,2,3,1,2,5,1,2,true,post_survey,21,350778,page_index:0,16747,16747,3,3,English,average,y,79,m,,some-college,Not really
1738868471902,4,6,1,1,7,1,2,1,6,6,1,1,6,2,4,10,1,1,true,post_survey,21,898330,page_index:0,36034,36035,3,3,English,average,y,65,f,,some-college,The number of people at the table compared to the number of plates/carrots in the task.
1738856067119,,,,2,2,2,2,,8,2,,2,2,2,,2,2,,true,post_survey,21,137797,page_index:0,8642,8642,3,3,English,average,y,25,f,,grad,Analyzing how many plates and people were in the room
1738868009503,2,1,1,1,10,4,4,7,2,9,1,1,6,1,3,5,1,1,true,post_survey,21,465172,page_index:0,55426,55426,3,3,English,better,y,31,f,,some-college,I looked at the tasks and the amount of people and calculated if more people were needed or not.
1738856837545,4,1,1,4,10,8,6,10,9,8,1,6,10,1,10,4,2,1,true,post_survey,21,590583,page_index:0,115973,115973,3,3,english,better,y,31,f,,high,how many people was there and the amount of carrots and dishes 
1738867916589,4,2,1,4,10,6,6,5,6,6,8,4,6,4,5,7,7,3,true,post_survey,21,217330,page_index:0,14614,14615,3,3,english,better,y,33,f,,some-college,no specifics besides logic
1738866107843,9,8,6,3,6,6,5,4,6,7,8,6,9,3,6,7,8,6,true,post_survey,21,478029,page_index:0,60501,60501,3,2,english,average,y,34,f,,grad,
1738868139390,6,1,2,1,10,4,2,1,4,10,1,1,8,2,2,7,6,1,true,post_survey,21,520967,page_index:0,11414,11414,3,3,English,average,y,33,f,,some-college,I based it off how many dishes and guesses would be there to help. I found that if it was more people than dishes or carrots I would think having another person would get in the way and not slow down the process not speed it up. 
1738869393504,3,2,2,2,8,4,5,2,2,8,5,6,6,6,6,5,9,3,true,post_survey,21,1445998,page_index:0,8781,8782,3,3,English,average,y,31,m,,college,
1738865725585,4,4,4,4,8,6,5,3,2,7,2,3,9,6,6,7,8,5,true,post_survey,21,190370,page_index:0,9245,9245,3,3,English,average,y,21,m,,some-college,I just went with my gut feeling on if it would be quicker if the red person helped out with the cleaning.
1738868153257,1,1,1,1,5,3,1,1,2,6,1,1,4,1,2,7,1,1,true,post_survey,21,602893,page_index:0,18919,18920,3,3,English,better,y,47,f,,some-college,Divided up the chore
1738867192280,7,2,8,2,8,4,4,3,2,7,3,2,6,4,4,7,7,3,true,post_survey,21,1647266,page_index:0,64225,64225,3,3,English,average,y,45,m,,college,Very bad math regarding the number of people and difficulty of the task
1738867178595,6,8,1,10,8,7,6,8,9,4,2,10,2,8,9,6,2,8,true,post_survey,21,187096,page_index:0,12257,12257,3,3,English,average,y,29,f,,some-college,how much it would help if one more helped depending on how much work would be required to clean up
1738867956955,1,1,4,1,7,1,2,1,2,5,1,1,8,1,1,9,7,1,true,post_survey,21,407414,page_index:0,18081,18081,3,3,English,average,y,34,f,,high,I observed how many people are helping in the scenario and matched them to tasks to determine if an extra person would help or hinder the process.
1738866101064,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,true,post_survey,21,461642,page_index:0,37684,37685,3,3,English,better,y,60,f,,college,I was counting the plates.
1738866157210,2,1,1,2,10,8,9,1,9,8,1,2,8,1,10,10,5,1,true,post_survey,21,352179,page_index:0,31128,31129,3,3,english,average,y,40,m,,some-college,Just the obvious looking at the ratio of guests to plates and carrots in each scenario 
1738868063465,1,1,1,1,10,1,2,1,1,8,1,1,1,1,2,7,1,1,true,post_survey,21,490421,page_index:0,27490,27491,3,3,English,better,y,63,f,,some-college,I considered whether another helper would get in the way
1738868551830,5,1,1,8,10,6,6,6,7,7,1,5,4,3,4,9,2,1,true,post_survey,21,873141,page_index:0,13987,13988,3,3,English,average,y,58,f,,college,Ratio of carrots / dishes to those who would help
1738868539642,5,2,10,2,10,5,4,3,3,10,4,2,10,4,4,10,9,3,true,post_survey,21,559216,page_index:0,18486,18487,3,3,English,average,y,49,f,,some-college,How much less time it would take if the person was helpful.
1738869743564,1,1,2,6,2,4,2,2,6,2,1,3,2,1,2,2,1,1,true,post_survey,21,1519042,page_index:0,89247,89248,3,3,English,average,y,68,f,,high,After awhile
1738868080776,4,1,5,3,8,3,2,2,2,5,1,1,5,1,4,5,8,1,true,post_survey,21,346946,page_index:0,15978,15979,3,1,English,better,y,35,m,,some-college,Sometimes I used division
1738868039446,2,1,2,2,10,5,4,1,7,5,2,4,3,1,8,9,8,1,true,post_survey,21,501889,page_index:0,17935,17935,3,3,English,better,y,42,m,,college,More people didnt matter if red sat at table or if only had one plate
1738865992654,1,1,8,1,8,2,3,1,2,8,1,1,7,1,3,8,8,1,true,post_survey,21,365275,page_index:0,22873,22874,3,3,English,average,y,42,f,,grad,I looked at how many players there were and how many carrots relative to how many people were there to do the task. If there were a lot of people already doing it
1738867715966,8,9,8,7,5,6,7,7,5,7,6,8,6,4,7,7,7,8,true,post_survey,21,180832,page_index:0,4226,4227,3,3,english,better,y,38,m,,college,no just seeing the number of guests and plates and deciding accordingly
1738856413658,1,1,1,1,10,8,1,10,9,10,1,1,10,1,10,10,1,1,true,post_survey,21,268345,page_index:0,13875,13876,3,3,English,average,y,53,f,,some-college,I tried to see how many plates/carrots versus people were involved and whether or not adding an additional pair of hands reduced the steps/tasks necessary.
1738866196654,5,3,9,6,6,6,7,3,6,6,4,6,6,6,6,6,6,4,true,post_survey,21,663153,page_index:0,12180,12180,3,3,English,better,y,60,m,,college,Moderation: I used a moderate rating scale (mostly 5-6) to reflect a balanced view
1738867895454,2,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,true,post_survey,21,288631,page_index:0,15899,15900,3,3,English,average,y,35,m,,high,not really. just the fact that there is no true answer if it would have sped up or slowed down the task.
1738856512256,6,1,5,4,10,8,4,7,7,10,1,2,9,1,7,9,6,2,true,post_survey,21,335886,page_index:0,9992,9992,3,3,English,average,y,44,m,,some-college,I compared the number of guests to the items in the task.
1738856745110,4,2,6,2,6,4,3,4,2,6,1,3,5,1,4,6,1,1,true,post_survey,21,703367,page_index:0,23699,23699,3,3,english,average,y,78,m,,some-college,Tried to watch the number of plates
1738868312607,6,1,7,2,10,5,4,4,8,8,1,2,10,2,7,9,7,4,true,post_survey,21,506381,page_index:0,21277,21277,3,3,English,better,y,61,f,,some-college,It was interesting to realize that when a lot of people were contributing
1738865859291,4,1,5,3,10,1,4,8,9,10,1,3,8,3,10,10,10,1,true,post_survey,21,229977,page_index:0,12731,12731,3,3,English,better,y,21,f,,high,I compared the amount of plates/carrots to the amount of people that would be helping.
1738867895747,1,2,5,1,10,2,4,2,1,10,1,1,10,3,6,10,10,1,true,post_survey,21,336982,page_index:0,26390,26390,3,3,English,average,y,35,nb,,some-college,For the carrots one if there were more than 3 people I said it wouldnt be faster every time because it would be hard to have two people doing any job
1738865993464,3,2,5,2,5,2,3,2,2,5,3,3,4,3,3,5,2,2,true,post_survey,21,493185,page_index:0,15369,15370,3,3,English ,average,y,42,m,,some-high,Used averages 
1738868228285,1,1,7,1,9,1,1,1,1,10,1,1,10,1,2,9,7,1,true,post_survey,21,465337,page_index:0,14074,14074,3,3,English,better,y,39,m,,college,I counted the tasks that needed to be completed and how many tools there were available. The extra help would contribute more if there was available tasks to complete and tools available to complete them.
1738868005899,1,1,4,1,9,1,2,1,1,9,1,1,8,1,2,6,2,1,true,post_survey,21,469139,page_index:0,21503,21504,3,3,English,average,y,26,f,,college,In my head I assigned one person to each cutting board
1738866164669,2,3,3,2,10,2,5,2,9,1,2,2,4,5,10,10,3,2,true,post_survey,21,648940,page_index:0,353923,353924,3,3,English ,average,y,31,f,,grad,I just did with felt right to me.
1738868343493,5,1,2,6,10,6,6,2,6,8,2,5,6,2,8,7,3,2,true,post_survey,21,193479,page_index:0,2621,2622,3,3,English,average,y,29,f,,college,Not really. 
1738869197207,10,1,1,10,10,10,10,10,10,10,1,1,10,1,10,10,1,10,true,post_survey,21,1085709,page_index:0,44006,44006,3,3,English,better,y,49,f,,grad,I was considering whether if the absent guest were there
1738865903581,7,1,1,1,10,8,4,6,7,10,1,3,8,1,7,10,2,1,true,post_survey,21,381925,page_index:0,16267,16267,3,3,English,average,y,35,m,,grad,
1738867930112,1,1,8,6,8,3,3,1,1,8,1,1,7,6,4,7,1,1,true,post_survey,21,272881,page_index:0,17821,17821,3,2,English,better,y,28,m,,high,
1738865899602,2,1,1,3,10,3,2,2,2,8,1,3,9,1,7,7,2,1,true,post_survey,21,298133,page_index:0,6923,6924,3,3,English,average,y,23,f,,high,No
1738866354830,8,10,8,10,2,3,8,9,5,1,10,9,4,8,5,7,9,10,true,post_survey,21,754105,page_index:0,23887,23888,3,3,English,average,y,41,m,,college,nope
1738868017417,5,1,8,2,9,7,1,2,2,9,2,3,9,2,5,6,2,3,true,post_survey,21,446101,page_index:0,21562,21562,3,3,English,,y,85,m,,college,Common Sense of jobs vs workers.
1738867961498,3,2,5,2,5,3,3,2,2,5,2,2,5,3,3,6,7,2,true,post_survey,21,259892,page_index:0,16368,16371,3,3,english,average,y,45,m,,high,estimated
1738865807479,4,1,1,1,3,5,4,5,1,10,4,3,8,1,3,8,5,4,true,post_survey,21,312402,page_index:0,23111,23112,3,3,Eanglish,average,y,27,m,,high,total number of people
1738865906750,3,2,9,2,10,5,6,2,3,10,3,2,10,6,2,10,10,1,true,post_survey,21,385065,page_index:0,23247,23247,3,3,Spanish,average,y,65,f,,some-college,Observing the number of plates or carrots and the number of guests.  Too many guests performing the tasks can be a hindrance instead of a help.
1738856883363,1,1,8,1,8,3,1,1,1,7,1,1,3,1,1,8,5,1,true,post_survey,21,500294,page_index:0,55027,55027,3,3,English,average,y,44,f,,some-college,How many guests there were vs tasks to complete
1738868569526,1,1,4,1,10,1,2,1,1,2,1,1,5,1,5,10,1,1,true,post_survey,21,642430,page_index:0,3096,3096,3,3,English,worse,confused,20,m,,some-college,
1738868427108,9,1,1,8,10,10,8,3,6,10,1,1,10,7,5,10,10,1,true,post_survey,21,823727,page_index:0,27865,27865,3,3,English,better,y,39,m,,some-college,I just tried to think of it as real life scenarios.
1738865852808,2,1,2,1,10,,1,1,1,10,1,1,9,1,1,9,1,1,true,post_survey,21,311277,page_index:0,9886,9886,3,3,english,better,y,22,m,,some-college,wondering if this task would realistically benefit from more people
1738868160279,4,1,10,3,10,5,4,6,6,10,1,4,8,1,7,10,10,1,true,post_survey,21,564975,page_index:0,32602,32602,3,3,Spanish,better,y,48,m,,grad,I tried to see how much needed to be done (for example how many dishes needed washing
1738867888935,6,1,10,4,10,5,10,7,9,10,1,1,10,5,10,10,10,1,true,post_survey,21,306918,page_index:0,8147,8147,3,3,Jamaican Patois,average,y,25,f,,college,I looked at the amount of people at the party vs the amount of chores that needed to be done. For example
1738867977516,4,4,3,4,4,3,4,4,4,4,3,3,4,3,4,3,4,3,true,post_survey,21,364391,page_index:0,25081,25081,3,3,English,average,confused,58,f,,some-college,
1738857347559,2,1,4,2,10,6,6,3,7,8,1,1,7,1,8,8,1,1,true,post_survey,21,676856,page_index:0,33394,33394,3,3,English,average,y,25,,,some-college,Mainly just looking at the amount of dishes
1738867073688,7,7,6,4,3,5,6,4,6,4,7,,6,4,7,7,8,7,true,post_survey,21,1426876,page_index:0,4856,4856,3,3,English,better,y,34,f,,college,In answering the questions
1738868621410,8,1,5,1,10,3,3,3,3,10,1,1,10,1,5,10,5,1,true,post_survey,21,949672,page_index:0,219670,219670,3,3,English,better,y,42,f,,college,I put myself in the actual situation and determined from there.
1738856819235,1,1,1,2,3,1,2,1,2,5,1,1,1,1,2,4,5,1,true,post_survey,21,313045,page_index:0,16554,16554,3,3,English,average,y,51,f,,college,Tried to determine if having one more person assisting would actually slow the task down by having too many people involved in simple tasks.
1738868026650,1,1,4,1,10,1,4,1,4,10,1,1,1,1,5,10,1,1,true,post_survey,21,486575,page_index:0,13572,13573,3,3,english,average,y,44,f,,some-college,How many knives
1738865753368,1,1,10,1,10,1,1,1,1,10,1,1,10,1,1,10,10,1,true,post_survey,21,245707,page_index:0,18979,18979,3,3,english,average,y,39,f,,college,no
1738850342130,2,1,3,1,7,1,2,1,1,4,1,1,6,1,3,5,5,1,true,post_survey,21,706727,page_index:0,60258,60258,3,3,English,average,y,42,f,,college,I imagined myself in  similar scenario
1738866689770,2,2,1,1,2,1,2,1,2,1,1,1,6,1,6,1,2,1,true,post_survey,21,1089166,page_index:0,269802,269803,3,3,,worse,confused,21,f,,some-college,
1738867868718,7,1,5,3,10,8,8,7,7,10,7,4,10,1,7,10,4,6,true,post_survey,21,340435,page_index:0,6510,6510,3,3,Chinese,average,y,,m,,college,I mostly just gauged it based on how it would feel to have an extra person doing the task at hand. 
1738868048082,1,1,1,1,10,1,2,1,4,5,1,1,3,1,7,7,2,1,true,post_survey,21,469825,page_index:0,13573,13574,3,3,English,average,y,44,m,,college,seeing how many tasks needed to be done vs how many people were already doing them
1738856964230,6,5,9,6,10,8,8,5,6,9,4,3,7,7,10,9,2,5,true,post_survey,21,677034,page_index:0,22267,22267,3,3,english,average,confused,60,f,,some-college,I realized halfway through that the outcome would be different due to how many carrots displayed in the picture would need to be prepared how many knives were available or the number of dishes required to be washed per person
1738866577530,2,1,1,1,4,1,3,1,2,6,2,2,5,3,2,5,2,1,true,post_survey,21,393760,page_index:0,16206,16206,3,3,English,average,confused,66,m,,grad,Picturing each in my head and guessing the percentage of help the one would add to the situation
1738867549947,2,1,4,1,9,2,2,1,2,9,1,1,8,1,2,9,1,1,true,post_survey,21,680973,page_index:0,20654,20654,3,3,English,average,y,32,m,,college,There was only one sink the whole time which would fit one person. There were two chopping blocks so no more than 2 would really fit to chop. Depending on the number of plates to wash and the amount of people there to dry them
1738868130320,1,4,10,1,10,2,2,2,2,10,5,1,7,1,6,10,3,1,true,post_survey,21,555729,page_index:0,27892,27892,3,1,English,average,y,66,f,,some-college,no
1738856631226,7,1,3,3,10,7,6,3,7,10,1,2,8,1,6,8,4,1,true,post_survey,21,339267,page_index:0,17742,17742,3,1,spanish,better,y,19,f,,high,
1738867947315,10,10,1,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,true,post_survey,21,387831,page_index:0,19470,19470,3,1,English,average,confused,35,f,,,no
1738866394272,10,8,10,9,10,10,10,10,10,10,10,8,10,10,10,10,10,7,true,post_survey,21,763779,page_index:0,84907,84907,3,3,English ,better,y,39,m,,grad,yes
1738868630113,10,8,8,10,4,9,7,10,4,8,9,8,7,7,4,6,6,3,true,post_survey,21,896640,page_index:0,33142,33143,3,3,English ,average,confused,29,m,,college,The study was a bit confusing 
1738867968303,5,2,8,3,10,2,6,1,5,9,1,3,10,3,7,10,10,1,true,post_survey,21,410038,page_index:0,21527,21527,3,3,English ,better,y,46,f,,some-college,No
1738867986617,1,1,1,1,10,6,6,1,8,1,1,5,1,1,10,10,1,1,true,post_survey,21,330705,page_index:0,21354,21354,3,3,English,better,y,59,f,,some-college,I looked at how big the task was
1738869028310,10,10,,10,10,,10,8,10,10,10,10,10,,10,,9,10,true,post_survey,21,1275214,page_index:0,32496,32496,3,3,,,,,,,,
1738865775733,4,10,8,9,9,9,4,9,10,3,5,9,6,6,8,4,9,10,true,post_survey,21,264312,page_index:0,10475,10475,3,3,English,better,y,36,f,,grad,good
1738865862111,8,5,6,5,4,4,5,6,8,9,5,3,7,7,9,8,8,7,true,post_survey,21,223459,page_index:0,17288,17288,3,3,english,average,y,43,m,,high,not really 
1738865737147,7,8,10,8,9,7,8,7,10,8,4,5,10,5,9,7,6,6,true,post_survey,21,223499,page_index:0,21652,21652,3,3,English,average,confused,29,f,,high,no
1738866122479,8,1,3,2,10,7,9,2,9,8,2,2,8,7,10,10,10,3,true,post_survey,21,559452,page_index:0,32353,32354,3,3,English,better,y,24,f,,college,Once you have read what you fully have to do. The other questions were just similar and you know what is important to read.
1738865900331,3,1,1,1,9,7,3,4,3,10,1,1,6,1,6,9,4,1,true,post_survey,21,399490,page_index:0,22037,22037,3,3,English,average,y,22,f,,some-high,If there were more people in the room then it would actually make the task take longer if the red character participated because of the lack of room in the kitchen. If there were only two people in the room I would deduce how needed the red characters help really was in the situation as some tasks didnt require two people.
1738868049738,1,1,2,1,9,1,1,1,1,3,1,1,5,1,1,6,2,1,true,post_survey,21,510260,page_index:0,22562,22562,3,3,English,better,y,61,m,,some-college,I tried to imagine how much room there would be for someone at the sink (for either washing dishes or washing carrots)
1738867952527,2,1,1,1,8,2,1,1,1,10,1,1,8,8,4,7,6,1,true,post_survey,21,352959,page_index:0,19285,19285,3,3,English,better,y,56,m,,some-college,sometimes more help is less efficient
1738865829437,2,1,10,1,9,1,2,1,2,10,1,1,10,3,9,9,8,1,true,post_survey,21,169123,page_index:0,2498,2499,3,3,English ,average,y,33,m,,some-college,No
1738868321505,6,,6,7,7,,9,8,10,4,10,7,7,5,5,9,8,10,true,post_survey,21,622632,page_index:0,64423,64424,3,3,english,worse,confused,30,m,,grad,
1738868044099,1,1,10,1,10,1,2,1,2,10,1,2,9,1,1,9,4,1,true,post_survey,21,378088,page_index:0,48227,48228,3,3,english,average,y,30,m,,high,I counted the amount slots of each action available vs how many guests
1738867779546,6,7,8,7,7,7,7,7,7,8,8,6,7,7,8,7,8,7,true,post_survey,21,200852,page_index:0,17388,17388,3,3,English,better,y,30,f,,grad,no
1738850421619,6,10,5,5,10,10,10,10,10,10,1,6,10,1,10,10,1,1,true,post_survey,21,272585,page_index:0,12295,12295,3,3,english,average,y,34,f,,some-college,sight compared to how many bodies
1738868190502,1,2,1,1,10,2,2,1,1,8,1,1,4,2,6,4,1,1,true,post_survey,21,555469,page_index:0,16291,16292,3,3,English,better,y,54,f,,some-college,I counted the people and dishes
1738866283103,5,1,10,5,10,4,9,4,8,9,1,4,,3,10,10,9,1,true,post_survey,21,580953,page_index:0,27599,27600,3,3,English,average,y,58,f,,grad,
1738867993028,1,1,10,1,10,3,7,2,3,6,1,4,4,1,7,10,6,1,true,post_survey,21,398923,page_index:0,16605,16605,3,3,English,average,y,32,m,,grad,I checked how many plates or carrots there were and how many people were already helping.
1738868126714,5,2,6,2,6,6,3,2,2,3,1,2,2,1,4,6,2,3,true,post_survey,21,439952,page_index:0,3539,3543,3,3,ENGLISH,average,confused,29,m,,college,NO
1738869166150,10,9,8,8,4,10,8,7,4,9,8,8,10,10,4,8,10,9,true,post_survey,21,1091597,page_index:0,323062,323064,3,3,English ,average,y,36,f,,grad,
1738856226750,2,1,1,2,7,3,2,1,1,10,1,1,10,1,4,8,1,1,true,post_survey,21,234778,page_index:0,8438,8438,3,3,english,average,y,40,m,,high,lots of people meant that 1 more set of hands doesnt necessarily improve things
1738866226987,2,1,3,1,10,2,3,1,2,5,1,2,4,2,6,5,5,2,true,post_survey,21,636680,page_index:0,31702,31704,3,3,english,better,y,41,f,,some-college,I just thought if there were more people it made less to do for the red person. So if there wasnt much to do and a lot of people
1738866210410,10,2,10,2,10,9,10,10,8,10,3,3,8,2,10,10,3,1,true,post_survey,21,646696,page_index:0,30266,30266,3,3,English,better,y,37,m,,high,I assigned each individual a task based on the number of steps and items that were present. Although I know this is all a hypothetical scenario
1738868043737,8,8,9,8,9,9,8,8,8,9,9,9,8,9,8,8,8,9,true,post_survey,21,386000,page_index:0,4117,4119,3,3,english,average,y,53,f,,college,
1738867963815,10,4,2,2,10,10,10,8,9,10,7,8,9,1,8,10,1,9,true,post_survey,21,399506,page_index:0,15180,15180,3,3,English,better,y,21,m,,grad,
1738856430067,4,3,10,2,10,3,5,1,2,10,5,3,8,4,7,10,10,2,true,post_survey,21,326517,page_index:0,14856,14856,3,2,English,average,y,46,f,,college,I gauged how much work there was to be done based on the task then considered how many guests were present to divvy up the workload.
1738866102664,6,5,3,4,9,7,5,6,7,8,3,5,9,5,6,9,5,4,true,post_survey,21,600927,page_index:0,25513,25515,3,3,english,average,y,67,f,,high,no
1738866815914,5,1,1,4,10,1,1,1,3,10,1,1,10,1,1,10,1,1,true,post_survey,21,743791,page_index:0,19962,19963,3,5,English,better,y,37,m,,grad,
1738868496616,7,7,9,5,8,7,7,6,6,7,6,7,9,8,5,6,7,8,true,post_survey,21,934393,page_index:0,104675,104676,3,3,English,average,y,21,m,,college,Carefully picturing the scenario and what would be best and what wouldnt
1738866277404,1,1,1,4,10,1,1,1,5,10,1,1,9,1,7,8,2,1,true,post_survey,21,337562,page_index:0,18564,18564,3,3,english,average,y,33,m,,college,not really. just tried to evaluate if it made sense at all to add one more person to the mix. sometimes it didnt
1738867941539,3,1,6,6,9,7,3,4,8,10,1,3,10,5,9,7,6,4,true,post_survey,21,293487,page_index:0,6619,6619,3,3,English,average,y,29,f,,college,
1738865966633,5,6,2,6,1,9,4,8,7,2,8,7,1,4,3,1,5,10,true,post_survey,21,431083,page_index:0,2940,2941,3,3,ENGLISH,better,y,29,m,,college,NO
1738868716378,1,1,1,1,8,2,2,1,1,10,1,1,10,1,1,10,9,1,true,post_survey,21,1033168,page_index:0,27876,27877,3,3,English,average,y,46,f,,some-college,I was just thought about real life and if there are is one sink
1738868007165,3,1,2,2,10,7,4,3,3,9,1,2,7,1,7,4,6,2,true,post_survey,21,346778,page_index:0,18779,18780,3,3,english,average,y,54,m,,some-college,compared how many people to how much needed to be done
1738866550079,6,10,9,8,3,9,10,10,8,1,6,9,1,7,7,3,1,10,true,post_survey,21,911757,page_index:0,35763,35767,3,3,English,average,confused,33,,,grad,Yes
1738868543298,,5,5,4,6,4,6,6,8,6,5,6,4,7,5,6,7,6,true,post_survey,21,610826,page_index:0,5197,5200,3,3,English,average,y,38,f,,some-high,
1738867881853,7,1,1,1,10,10,8,8,9,10,1,1,10,1,9,9,1,1,true,post_survey,21,339395,page_index:0,10516,10516,3,3,English,average,y,56,f,,some-college,I just took into account the number of people doing the task vs the amount of task needed to be done. 
1738867988787,2,2,1,1,10,7,1,1,1,10,1,3,8,2,3,10,3,3,true,post_survey,21,350370,page_index:0,16629,16630,3,3,english,average,y,29,f,,some-college,
1738868696195,7,10,2,10,2,8,8,10,10,2,7,10,,7,8,2,2,10,true,post_survey,21,989191,page_index:0,11860,11861,3,3,English,average,y,28,m,,grad,Think Logically About Task Efficiency  an extra person might speed things up.
1738856460616,9,8,4,5,8,8,6,10,6,6,5,4,9,9,6,9,5,9,true,post_survey,21,248694,page_index:0,2105,2105,3,3,english,better,y,34,m,,high,none
1738868090799,6,1,2,1,10,10,2,7,4,10,1,1,10,1,6,8,3,1,true,post_survey,21,495828,page_index:0,46101,46101,3,3,English,better,y,38,m,,some-college,I just tried to put myself in the situation and tried to think how much faster it would be if I had additional people helping me.
1738869156153,3,1,3,7,10,8,6,4,5,8,8,3,9,8,9,7,9,1,true,post_survey,21,280678,page_index:0,18899,18899,3,3,english,average,y,50,f,,college,I looked at the number of people and the number of plates/carrots/etc
1738866319114,6,2,3,4,9,6,6,5,7,4,6,3,4,6,8,9,7,3,true,post_survey,21,511160,page_index:0,9414,9415,3,3,English ,better,y,29,m,,college,Yes. I compared the numbered of people present to the number of people needed for each task.
1738868085660,8,8,8,9,9,8,9,9,8,6,8,8,8,8,8,7,9,8,true,post_survey,21,278524,page_index:0,30523,30524,3,3,English,better,y,32,m,,college,none
1738866160716,10,3,5,7,10,10,10,10,10,9,3,6,10,2,10,10,5,6,true,post_survey,21,423873,page_index:0,86810,86810,3,3,English,average,y,22,m,,college,none used 
1738868096869,1,1,1,1,10,1,1,1,1,8,1,1,10,1,1,10,1,1,true,post_survey,21,445359,page_index:0,27609,27611,3,3,English,better,y,49,f,,college,Past experience dictates that a lot of times too many people helping takes longer. 
1738867965850,5,10,1,5,1,10,1,5,1,5,1,1,5,10,10,10,5,10,true,post_survey,21,398934,page_index:0,12065,12066,3,3,English,better,y,44,m,,some-college,It did take a bit to understand the task instructions 
1738868495575,,7,2,6,9,7,3,9,8,9,1,2,4,6,6,8,4,1,true,post_survey,21,829867,page_index:0,237558,237559,3,3,English,better,y,43,f,,grad,it was mainly eye judgement and instinct
1738856576964,4,1,1,9,10,4,6,4,8,7,1,2,5,1,9,8,1,10,true,post_survey,21,511245,page_index:0,15046,15047,3,3,English,average,y,45,m,,college,Simple tasks that only needed one person could not be helped by using two people. I assumed the one person doing the task was capable.
1738850776030,7,1,2,2,10,6,7,3,3,10,3,2,10,6,10,10,9,3,true,post_survey,21,683941,page_index:0,73453,73453,3,3,English,better,y,35,m,,grad,if the guest that will be doing the task are many just as or more tan the task then the impact of the red guest not that much. 
1738856131278,2,1,9,1,8,3,3,1,1,9,2,1,10,2,1,8,10,1,true,post_survey,21,232612,page_index:0,3070,3070,3,3,English,average,y,46,f,,college,Compared job steps to total people.
1738868094151,2,1,9,1,10,4,3,3,3,10,1,1,8,1,7,9,2,1,true,post_survey,21,374186,page_index:0,14287,14287,3,3,English,,y,45,f,,college,
1738856462697,3,1,5,2,10,3,4,3,3,10,1,3,9,1,6,9,4,1,true,post_survey,21,281071,page_index:0,18329,18329,3,3,English,average,y,32,m,,grad,I focused on how much work there was to accomplish compared to how many people were doing the work without the assistance of the red character. Often if there was already several guests doing the work
1738867097294,9,5,9,5,8,7,7,4,5,10,1,2,8,6,5,10,9,2,true,post_survey,21,1323597,page_index:0,31544,31545,3,3,English,average,y,26,f,,college,I was considering the task that had to be carried out e.g the number of plates between the individuals
1738856715974,1,1,1,1,10,1,2,1,10,10,1,1,10,1,10,10,10,1,true,post_survey,21,299891,page_index:0,19460,19460,3,3,,better,y,52,m,,some-college,just common ratios
1738868164062,2,1,9,1,9,2,6,1,2,8,4,2,5,3,5,7,6,1,true,post_survey,21,487544,page_index:0,19983,19983,3,3,English ,average,y,61,m,,college,too many cooks spoil the soup...... meaning that when too many people try to contribute to a single project
1738868228038,2,1,1,1,5,3,1,1,1,9,1,1,5,1,2,4,2,1,true,post_survey,21,677635,page_index:0,35654,35654,3,3,English,average,y,36,m,,some-college,
1738868711747,8,1,1,1,9,3,8,1,1,9,1,1,10,1,9,9,,1,true,post_survey,21,956534,page_index:0,26212,26213,3,3,ENGLISH,average,y,26,f,,grad,YES. The number of guests who can be at the sink
1738868282414,10,4,4,5,9,5,6,10,10,6,10,9,9,9,6,9,10,8,true,post_survey,21,586874,page_index:0,28658,28659,3,3,English ,average,y,54,m,,grad,
1738867898175,7,9,8,8,9,8,8,8,8,8,6,9,9,6,7,9,8,8,true,post_survey,21,257612,page_index:0,8405,8406,3,3,,average,y,30,f,,college,
1738868302844,8,8,2,8,2,9,6,9,8,2,6,9,3,8,4,2,2,6,true,post_survey,21,717352,page_index:0,80496,80496,3,3,English,average,y,51,f,,grad,no
1738868760071,5,4,8,4,10,8,4,4,3,10,4,4,10,4,4,8,10,8,true,post_survey,21,729312,page_index:0,13225,13225,3,3,English,average,y,44,f,,some-college,
1738868426781,10,8,7,9,7,8,10,9,9,9,7,5,9,9,9,9,4,8,true,post_survey,21,854919,page_index:0,41340,41340,3,3,English,average,y,27,f,,college,I answered based on the weight of the tasks.
